"","lon","lat","pin"
"38831",-77.4213895,37.5704695,"N0000985008"
"38832",-77.4124414,37.552544,"E0120253006"
"38833",-77.418295,37.572255,"N0001060008"
"38834",-77.413667,37.569475,"N0000998008"
"38835",-77.4851845,37.5703903,"W0001795035"
"38836",-77.4738944,37.5112166,"S0002466020"
"38837",-77.4560123,37.5954845,"N0170211006"
"38838",-77.5010527,37.5636561,"W0190292014"
"38839",-77.4917401,37.5772919,"W0190067004"
"38840",-77.5041528,37.574995,"W0200082028"
"38841",-77.4845596,37.5707342,"W0001795009"
"38842",-77.4927482,37.526883,"S0060165018"
"38843",-77.4089857,37.5437519,"E0000860011"
"38844",-77.3940869,37.5162268,"E0110203003"
"38845",-77.3965309,37.5203855,"E0110123009"
"38846",-77.4056675,37.5341309,"E0000804002"
"38847",-77.399521,37.532069,"E0001410016"
"38848",-77.436917,37.5659821,"N0000596007"
"38849",-77.4405481,37.5640785,"N0000533012"
"38850",-77.4124298,37.5454791,"E0000774023"
"38851",-77.4699059,37.4778916,"C0090631022"
"38852",-77.4073379,37.5497655,"E0120286007"
"38853",-77.409626,37.5469049,"E0001080013"
"38854",-77.428758,37.5748541,"N0001043030"
"38855",-77.4339135,37.5745493,"N0001131013"
"38856",-77.4405481,37.5743216,"N0000968041"
"38857",-77.4313901,37.5771846,"N0001357016"
"38858",-77.5589145,37.5465512,"C0010684010"
"38859",-77.4719786,37.5339211,"W0000785008"
"38860",-77.4695474,37.5371139,"W0000788021"
"38861",-77.443204,37.5082368,"S0000547018"
"38862",-77.4919529,37.5243889,"S0060241019"
"38863",-77.4782777,37.5192061,"S0002630004"
"38864",-77.4898022,37.4606568,"C0081265013"
"38865",-77.5047545,37.5613045,"W0220059006"
"38866",-77.4619733,37.4688341,"C0090897009"
"38867",-77.4096949,37.5379256,"E0000521035"
"38868",-77.433446,37.566119,"N0000641010"
"38869",-77.4237723,37.5709555,"N0000982022"
"38870",-77.4270096,37.5681105,"N0000788028"
"38871",-77.4579615,37.494255,"C0090252030"
"38872",-77.4631211,37.4976828,"C0090118020"
"38873",-77.4975872,37.4838437,"C0080411002"
"38874",-77.4407274,37.5724563,"N0000968027"
"38875",-77.397596,37.5125981,"E0100107015"
"38876",-77.4367377,37.5778032,"N0001245010"
"38877",-77.4377688,37.5704988,"N0000884009"
"38878",-77.441848,37.5713888,"N0000873028"
"38879",-77.4300021,37.5732778,"N0001042020"
"38880",-77.4208226,37.5490451,"E0000597015"
"38881",-77.413439,37.536391,"E0000380002"
"38882",-77.4666623,37.5798346,"N0170630029"
"38883",-77.4684158,37.5821018,"N0170549011"
"38884",-77.5236623,37.5682727,"W0220162021"
"38885",-77.4527253,37.5989238,"N0170132019"
"38886",-77.4422193,37.499093,"S0071229049"
"38887",-77.510031,37.559305,"W0220295058"
"38888",-77.5022244,37.556758,"W0220183004"
"38889",-77.5176485,37.5712514,"W0200185019"
"38890",-77.4777483,37.4793484,"C0080347036"
"38891",-77.4726396,37.463044,"C0080875040"
"38892",-77.4854221,37.4670101,"C0080986020"
"38893",-77.4501406,37.480856,"C0090622032"
"38894",-77.4587015,37.4955589,"C0090226006"
"38895",-77.4530092,37.47899,"C0090646003"
"38896",-77.5072987,37.5205755,"C0050544010"
"38897",-77.4195523,37.5367301,"E0000290023"
"38898",-77.419074,37.5341016,"E0000296028"
"38899",-77.4346756,37.566765,"N0000639010"
"38900",-77.402902,37.535839,"E0000875016"
"38901",-77.4529644,37.5742648,"N0001115004"
"38902",-77.416915,37.566121,"N0000814009"
"38903",-77.3980444,37.5201083,"E0002809010"
"38904",-77.4256198,37.5605855,"N0000498001"
"38905",-77.4631722,37.5852253,"N0170473005"
"38906",-77.5119818,37.5641954,"W0220132007"
"38907",-77.4661861,37.5793734,"N0170630001"
"38908",-77.5014885,37.5630255,"W0190292019"
"38909",-77.4957614,37.5673049,"W0190235017"
"38910",-77.4932075,37.5445712,"W0220516002"
"38911",-77.4558149,37.5959151,"N0170184028"
"38912",-77.5019444,37.5748516,"W0200068033"
"38913",-77.5114645,37.5232738,"C0050436014"
"38914",-77.4996146,37.5231595,"C0050446050"
"38915",-77.4004211,37.5178231,"E0002403009"
"38916",-77.3997391,37.5332792,"E0001273027"
"38917",-77.4211149,37.5710697,"N0000986001"
"38918",-77.5885152,37.5481865,"C0010741012"
"38919",-77.5105014,37.5081259,"C0050926023"
"38920",-77.4252611,37.5716094,"N0000980011"
"38921",-77.4128796,37.5509755,"E0120281005"
"38922",-77.4293856,37.5772159,"N0001140046"
"38923",-77.4318513,37.5773997,"N0001356010"
"38924",-77.4372757,37.5636032,"N0000485006"
"38925",-77.4219434,37.5762907,"N0001261014"
"38926",-77.4460616,37.5675812,"N0000690038"
"38927",-77.4130227,37.5329122,"E0000527037"
"38928",-77.412233,37.5313074,"E0000574005"
"38929",-77.5005107,37.5644125,"W0190292008"
"38930",-77.5211184,37.5773957,"W0210282011"
"38931",-77.523437,37.5749587,"W0210330007"
"38932",-77.5197222,37.5766863,"W0210283013"
"38933",-77.4859599,37.5534163,"W0001590025"
"38934",-77.4903511,37.5256011,"S0060192015"
"38935",-77.4918633,37.5253634,"S0060216026"
"38936",-77.4804706,37.5213024,"S0002633010"
"38937",-77.4245438,37.5714911,"N0000981004"
"38938",-77.4035712,37.5299183,"E0001280004"
"38939",-77.4045914,37.5255705,"E0001663024"
"38940",-77.4368722,37.5618798,"N0000402005"
"38941",-77.4140524,37.5518802,"E0120279008"
"38942",-77.4504992,37.5655182,"N0000844038"
"38943",-77.4423411,37.5700488,"N0000870013"
"38944",-77.4056339,37.5366173,"E0000626006"
"38945",-77.417909,37.536567,"E0000331050"
"38946",-77.4161556,37.5356747,"E0000333020"
"38947",-77.4334204,37.5755204,"N0001132018"
"38948",-77.4405481,37.5744445,"N0000968042"
"38949",-77.4391297,37.5469638,"N0000062039"
"38950",-77.4445993,37.5483302,"N0000180002"
"38951",-77.4051457,37.5198054,"E0001674017"
"38952",-77.444885,37.5628141,"N0000588027"
"38953",-77.4841021,37.5206288,"S0060298020"
"38954",-77.5125205,37.5806958,"W0200031016"
"38955",-77.5280614,37.586128,"W0210151019"
"38956",-77.5113414,37.5623244,"W0220174016"
"38957",-77.5013619,37.5677001,"W0190260040"
"38958",-77.4870761,37.5416298,"W0001325049"
"38959",-77.4811092,37.4977999,"C0060429002"
"38960",-77.5018416,37.4771935,"C0080730024"
"38961",-77.4109249,37.5455698,"E0000858016"
"38962",-77.4109671,37.5424934,"E0000709022"
"38963",-77.4008247,37.5343868,"E0001271004"
"38964",-77.5088438,37.5077435,"C0050961020"
"38965",-77.5159493,37.5090666,"C0050817004"
"38966",-77.5134021,37.5136142,"C0050749069"
"38967",-77.5106806,37.5086373,"C0050926021"
"38968",-77.4325238,37.5612065,"N0000406003"
"38969",-77.419059,37.5742456,"N0001062009"
"38970",-77.4173659,37.571288,"N0000989001"
"38971",-77.4143699,37.5693282,"N0000998001"
"38972",-77.4468685,37.57619,"N0001233014"
"38973",-77.4443135,37.5737846,"N0001030012"
"38974",-77.4471106,37.5750014,"N0001028019"
"38975",-77.4181097,37.5356519,"E0000292014"
"38976",-77.4357515,37.5830224,"N0160084012"
"38977",-77.433779,37.580475,"N0160134015"
"38978",-77.4736703,37.5353838,"W0000877001"
"38979",-77.5300273,37.5887972,"W0210124019"
"38980",-77.4217753,37.5809118,"N0001561017"
"38981",-77.4927258,37.5588345,"W0001768004"
"38982",-77.4988081,37.5554596,"W0220186002"
"38983",-77.4992114,37.5504613,"W0220348008"
"38984",-77.5126181,37.5156014,"C0050679004"
"38985",-77.4038291,37.5409822,"E0000793012"
"38986",-77.4087956,37.5454998,"E0000940006"
"38987",-77.4045339,37.543223,"E0000864057"
"38988",-77.4971392,37.4841445,"C0080372040"
"38989",-77.403347,37.536145,"E0000801001"
"38990",-77.4079544,37.5464684,"E0001081004"
"38991",-77.4905079,37.496418,"C0060698019"
"38992",-77.4300133,37.5738013,"N0001042024"
"38993",-77.4417563,37.548472,"N0000121036"
"38994",-77.4442367,37.5499646,"N0000208028"
"38995",-77.4411756,37.5727094,"N0000967013"
"38996",-77.4146406,37.5767782,"N0001172012"
"38997",-77.4142369,37.56937,"N0000998002"
"38998",-77.414103,37.569895,"N0000997021"
"38999",-77.4224254,37.5336328,"E0000224001"
"39000",-77.5001074,37.560271,"W0220023014"
"39001",-77.4927594,37.5552622,"W0220110004"
"39002",-77.5037253,37.5770604,"W0200068016"
"39003",-77.5034782,37.5765617,"W0200068014"
"39004",-77.4979657,37.5683232,"W0190230024"
"39005",-77.5292728,37.5869388,"W0210151027"
"39006",-77.5275015,37.5724029,"W0210425007"
"39007",-77.4829464,37.5008681,"C0060426034"
"39008",-77.4975984,37.4823371,"C0080451052"
"39009",-77.5034229,37.4967449,"C0070166110"
"39010",-77.5057525,37.4811995,"C0080605042"
"39011",-77.5187106,37.5252953,"C0050327002"
"39012",-77.4118846,37.5506928,"E0120282006"
"39013",-77.4162606,37.5475183,"E0000672017"
"39014",-77.3999217,37.5311754,"E0001411011"
"39015",-77.4100026,37.5265263,"E0000974019"
"39016",-77.4508914,37.5664926,"N0000846016"
"39017",-77.441848,37.5716346,"N0000873030"
"39018",-77.438486,37.5703712,"N0000884011"
"39019",-77.4469581,37.5693985,"N0000861005"
"39020",-77.5194609,37.5343449,"C0040746010"
"39021",-77.4136835,37.5372741,"E0000429008"
"39022",-77.4200351,37.5678453,"N0000806013"
"39023",-77.512146,37.5788251,"W0200060009"
"39024",-77.4649491,37.5117401,"S0001587007"
"39025",-77.5221394,37.5741726,"W0210355007"
"39026",-77.5255603,37.583905,"W0210180010"
"39027",-77.4754628,37.5238096,"S0002498009"
"39028",-77.4897462,37.522748,"S0060268008"
"39029",-77.5019444,37.5674347,"W0190275005"
"39030",-77.4967023,37.5654387,"W0190265014"
"39031",-77.4093923,37.544166,"E0000860002"
"39032",-77.4336894,37.5704692,"N0000892018"
"39033",-77.4222754,37.5748583,"N0001155022"
"39034",-77.4465099,37.5706614,"N0000864023"
"39035",-77.4111719,37.529578,"E0000730001"
"39036",-77.4134109,37.5359636,"E0000380013"
"39037",-77.4111421,37.5294502,"E0000730003"
"39038",-77.4314479,37.5628526,"N0000490003"
"39039",-77.5279267,37.5868344,"W0210151016"
"39040",-77.5158856,37.5751742,"W0200111021"
"39041",-77.521096,37.5775408,"W0210282010"
"39042",-77.4428874,37.4989305,"S0071228029"
"39043",-77.575508,37.547015,"C0010491037"
"39044",-77.5310026,37.5881245,"W0210149010"
"39045",-77.5288224,37.5793784,"W0210301002"
"39046",-77.526166,37.584855,"W0210154025"
"39047",-77.4071024,37.5315805,"E0000880014"
"39048",-77.3968336,37.5139508,"E0100047010"
"39049",-77.3981341,37.531473,"E0001766014"
"39050",-77.4407274,37.5640568,"N0000533011"
"39051",-77.4258439,37.5721638,"N0001047018"
"39052",-77.4149045,37.5400147,"E0000469001"
"39053",-77.4028908,37.540458,"E0000795025"
"39054",-77.398207,37.547716,"E0120293017"
"39055",-77.4307642,37.5598594,"N0000376004"
"39056",-77.4356955,37.559735,"N0000328004"
"39057",-77.4320307,37.561891,"N0000450007"
"39058",-77.415161,37.577115,"N0001172014"
"39059",-77.449289,37.5766143,"N0001231016"
"39060",-77.4156503,37.5709529,"N0000992014"
"39061",-77.4047707,37.5115277,"E0002039004"
"39062",-77.436917,37.575979,"N0001036046"
"39063",-77.4047819,37.5271796,"E0001415018"
"39064",-77.3986722,37.5317361,"E0001646005"
"39065",-77.407475,37.531858,"E0000806016"
"39066",-77.4115268,37.5382049,"E0000519013"
"39067",-77.4103196,37.5317944,"E0000632011"
"39068",-77.4196457,37.5365508,"E0000290020"
"39069",-77.4087166,37.5313448,"E0000807027"
"39070",-77.4735471,37.5358728,"W0000877004"
"39071",-77.473491,37.5112553,"S0002466022"
"39072",-77.4958062,37.5582118,"W0220026009"
"39073",-77.5026164,37.5677525,"W0190275001"
"39074",-77.4685865,37.5831175,"N0170522010"
"39075",-77.5217853,37.5655495,"W0220083040"
"39076",-77.4316614,37.578549,"N0001545028"
"39077",-77.4360481,37.5407246,"E0100260004"
"39078",-77.5089821,37.5072113,"C0050995028"
"39079",-77.5077686,37.5075875,"C0050961014"
"39080",-77.5118006,37.5155652,"C0050749061"
"39081",-77.4309996,37.5622306,"N0000452003"
"39082",-77.3926295,37.5179758,"E0110184005"
"39083",-77.4034703,37.5299997,"E0001280003"
"39084",-77.4391696,37.5583265,"N0000364001"
"39085",-77.5202142,37.5745802,"W0210308016"
"39086",-77.5149459,37.576874,"W0200114029"
"39087",-77.5016596,37.5627952,"W0190292021"
"39088",-77.5008691,37.5669507,"W0190275011"
"39089",-77.501866,37.568502,"W0190260002"
"39090",-77.5260298,37.5847545,"W0210154024"
"39091",-77.463322,37.519843,"S0001013007"
"39092",-77.4333756,37.5751059,"N0001132015"
"39093",-77.4385308,37.5475104,"N0000062049"
"39094",-77.4331066,37.5609825,"N0000406014"
"39095",-77.4532108,37.5655262,"N0000845022"
"39096",-77.4340816,37.5608929,"N0000405007"
"39097",-77.4174936,37.5306006,"E0000438008"
"39098",-77.4180128,37.5337306,"E0000337001"
"39099",-77.417892,37.530793,"E0000438002"
"39100",-77.4461839,37.5626853,"N0000587021"
"39101",-77.4535461,37.4637898,"C0091059012"
"39102",-77.4626288,37.4681244,"C0090922004"
"39103",-77.470847,37.4867311,"C0090398099"
"39104",-77.4644524,37.4787844,"C0090635054"
"39105",-77.4659172,37.4751249,"C0090712012"
"39106",-77.4058986,37.5423954,"E0000948013"
"39107",-77.4013179,37.5451372,"E0120401006"
"39108",-77.5001511,37.5649322,"W0190292004"
"39109",-77.4646175,37.5793278,"N0170632002"
"39110",-77.5568823,37.5419731,"C0010891241"
"39111",-77.5003763,37.5646849,"W0190292006"
"39112",-77.4304168,37.5778596,"N0001545019"
"39113",-77.4987409,37.5576041,"W0220105009"
"39114",-77.4938796,37.5524313,"W0220191013"
"39115",-77.4691888,37.4684187,"C0080757054"
"39116",-77.4131178,37.5288437,"E0000635017"
"39117",-77.4003986,37.5327865,"E0001408010"
"39118",-77.4085838,37.5305842,"E0000808006"
"39119",-77.5142979,37.5367942,"C0040550002"
"39120",-77.4423503,37.5506642,"N0000210032"
"39121",-77.4389007,37.5470277,"N0000062040"
"39122",-77.4193712,37.5371668,"E0000290030"
"39123",-77.4141717,37.536806,"E0000379004"
"39124",-77.4647169,37.4658416,"C0090972030"
"39125",-77.4673066,37.4792538,"C0090583056"
"39126",-77.4679788,37.4763309,"C0090712001"
"39127",-77.464119,37.479196,"C0090637008"
"39128",-77.400149,37.5332507,"E0001273030"
"39129",-77.3922146,37.5194786,"E0110187016"
"39130",-77.3972821,37.5217888,"E0002504035"
"39131",-77.5303464,37.5876988,"W0210151034"
"39132",-77.5570385,37.5413091,"C0010891198"
"39133",-77.5569529,37.542888,"C0010891249"
"39134",-77.576288,37.54863,"C0010491130"
"39135",-77.4423872,37.4996378,"S0071229055"
"39136",-77.4699507,37.5178875,"S0001600018"
"39137",-77.4929387,37.5572897,"W0220068008"
"39138",-77.5303906,37.5801901,"W0210297020"
"39139",-77.416086,37.5303619,"E0000483011"
"39140",-77.4201501,37.5335207,"E0000258008"
"39141",-77.4109613,37.5274942,"E0000885026"
"39142",-77.4076658,37.5256254,"E0001288017"
"39143",-77.4300581,37.5731097,"N0001042018"
"39144",-77.4397524,37.5504595,"N0000155013"
"39145",-77.438293,37.547688,"N0000062002"
"39146",-77.5758002,37.535025,"C0011182006"
"39147",-77.4415387,37.5645605,"N0000592026"
"39148",-77.4482692,37.5703283,"N0000860010"
"39149",-77.4511267,37.5664872,"N0000846019"
"39150",-77.4283005,37.5706636,"N0000898012"
"39151",-77.5157764,37.5427552,"C0040386008"
"39152",-77.4010751,37.5347902,"E0001102025"
"39153",-77.4109025,37.5471862,"E0000936001"
"39154",-77.5307041,37.5766177,"W0210420010"
"39155",-77.5258689,37.5854628,"W0210154007"
"39156",-77.4437307,37.519047,"S0000117033"
"39157",-77.4786669,37.5411058,"W0001105009"
"39158",-77.4367377,37.5835793,"N0160032010"
"39159",-77.5031852,37.5592234,"W0220020008"
"39160",-77.4935211,37.543498,"W0220516014"
"39161",-77.5221374,37.5825343,"W0210158030"
"39162",-77.4417329,37.5512065,"N0000210026"
"39163",-77.405192,37.5274199,"E0001415013"
"39164",-77.4033806,37.534007,"E0000962004"
"39165",-77.400152,37.5345601,"E0001271011"
"39166",-77.4092547,37.5383709,"E0000563022"
"39167",-77.4115949,37.53737,"E0000475035"
"39168",-77.4040981,37.5427326,"E0000864007"
"39169",-77.4162382,37.5400158,"E0000468022"
"39170",-77.4101066,37.5434221,"E0000709031"
"39171",-77.4529644,37.5660292,"N0000845003"
"39172",-77.4260233,37.5676764,"N0000789054"
"39173",-77.458567,37.4763871,"C0090692030"
"39174",-77.5153319,37.5352121,"C0040670004"
"39175",-77.5216464,37.5365438,"C0040745014"
"39176",-77.4180428,37.5512042,"E0000755022"
"39177",-77.4419137,37.4996633,"S0071229053"
"39178",-77.4420273,37.5186177,"S0000146005"
"39179",-77.4707238,37.5123834,"S0002147004"
"39180",-77.4149043,37.5520541,"E0120279027"
"39181",-77.5016023,37.5629252,"W0190292020"
"39182",-77.4924458,37.5587123,"W0001768006"
"39183",-77.4982705,37.5662215,"W0190263016"
"39184",-77.4897574,37.5651451,"W0001873015"
"39185",-77.3972372,37.5156754,"E0002813020"
"39186",-77.4013179,37.51546,"E0002406021"
"39187",-77.4004246,37.5189119,"E0002402008"
"39188",-77.4350791,37.5631208,"N0000447018"
"39189",-77.4145509,37.5702213,"N0000997008"
"39190",-77.4492441,37.5763227,"N0001231015"
"39191",-77.4150035,37.5690231,"N0000925021"
"39192",-77.4157597,37.5714788,"N0000991007"
"39193",-77.4174599,37.5531493,"E0120276022"
"39194",-77.4312237,37.5672126,"N0000705008"
"39195",-77.4253956,37.5716239,"N0000980010"
"39196",-77.4267854,37.5719376,"N0000980028"
"39197",-77.4594059,37.4963823,"C0090199046"
"39198",-77.45534,37.4777635,"C0090670007"
"39199",-77.401856,37.5295385,"E0001551011"
"39200",-77.3902863,37.520541,"E0110188004"
"39201",-77.4868896,37.490995,"C0060566038"
"39202",-77.4986737,37.5670433,"W0190260022"
"39203",-77.5202784,37.5656781,"W0220087007"
"39204",-77.4658276,37.581752,"N0170579010"
"39205",-77.5143091,37.5080473,"C0050992112"
"39206",-77.556211,37.541947,"C0010891229"
"39207",-77.5576688,37.5422433,"C0010891204"
"39208",-77.4451763,37.5153995,"S0000190015"
"39209",-77.4124719,37.5369863,"E0000430008"
"39210",-77.4189395,37.5366284,"E0000290014"
"39211",-77.4136083,37.5372722,"E0000429007"
"39212",-77.4449643,37.562038,"N0000530014"
"39213",-77.411253,37.530981,"E0000633001"
"39214",-77.417438,37.5371049,"E0000331003"
"39215",-77.4165184,37.537515,"E0000376012"
"39216",-77.4175048,37.5347932,"E0000295032"
"39217",-77.3963404,37.5207442,"E0110124013"
"39218",-77.4124046,37.5417745,"E0000616011"
"39219",-77.4499165,37.5568502,"N0000577065"
"39220",-77.4501854,37.4817634,"C0090595034"
"39221",-77.4649938,37.5013525,"C0090040016"
"39222",-77.472774,37.4810713,"C0090526030"
"39223",-77.4616634,37.4653671,"C0090950048"
"39224",-77.4341825,37.4761448,"S0080854007"
"39225",-77.4799441,37.5234704,"S0002488024"
"39226",-77.4672044,37.5812333,"N0170576007"
"39227",-77.4784093,37.5416828,"W0001105012"
"39228",-77.4856462,37.4902977,"C0060566049"
"39229",-77.575946,37.547022,"C0010491033"
"39230",-77.529226,37.5798197,"W0210297027"
"39231",-77.5006003,37.5642991,"W0190292009"
"39232",-77.4116176,37.5312573,"E0000633030"
"39233",-77.4169296,37.5719218,"N0000990008"
"39234",-77.4342721,37.5658202,"N0000598003"
"39235",-77.4478994,37.5677789,"N0000759008"
"39236",-77.4119501,37.5409749,"E0000559006"
"39237",-77.416957,37.53808,"E0000375009"
"39238",-77.4143889,37.5434342,"E0000614021"
"39239",-77.4085076,37.5392329,"E0000622019"
"39240",-77.4652898,37.477109,"C0090661016"
"39241",-77.4038291,37.5274969,"E0001554003"
"39242",-77.399639,37.534206,"E0001271016"
"39243",-77.4097031,37.5383783,"E0000562014"
"39244",-77.407056,37.536905,"E0000565020"
"39245",-77.3984816,37.5309264,"E0001766034"
"39246",-77.399155,37.5333865,"E0001406018"
"39247",-77.4935294,37.5742532,"W0190112029"
"39248",-77.5018996,37.5754614,"W0200068005"
"39249",-77.4224927,37.5805795,"N0001561025"
"39250",-77.4985729,37.5697473,"W0190215035"
"39251",-77.5934397,37.5359169,"C0011254087"
"39252",-77.591445,37.5378942,"C0011230040"
"39253",-77.5925097,37.5374962,"C0011230068"
"39254",-77.5013171,37.5544578,"W0220266014"
"39255",-77.4300581,37.5730277,"N0001042017"
"39256",-77.4299685,37.5754762,"N0001138020"
"39257",-77.4279062,37.5719355,"N0000979019"
"39258",-77.4304616,37.5760209,"N0001136004"
"39259",-77.4288477,37.5734709,"N0001043020"
"39260",-77.4199829,37.5298388,"E0000387028"
"39261",-77.417489,37.5304519,"E0000438009"
"39262",-77.4405032,37.5645244,"N0000592020"
"39263",-77.4288925,37.5684364,"N0000707002"
"39264",-77.4110588,37.541568,"E0000617007"
"39265",-77.4069679,37.5362387,"E0000627041"
"39266",-77.4671428,37.4691442,"C0090866012"
"39267",-77.4102387,37.5417671,"E0000710008"
"39268",-77.4670377,37.4653154,"C0090971048"
"39269",-77.4165632,37.5538722,"E0120250004"
"39270",-77.51637,37.5793053,"W0210188002"
"39271",-77.4946861,37.5503453,"W0220352003"
"39272",-77.442669,37.499197,"S0071228027"
"39273",-77.4933502,37.5741111,"W0190112030"
"39274",-77.5056517,37.5758531,"W0200079006"
"39275",-77.4905126,37.5662771,"W0001872006"
"39276",-77.470875,37.5360277,"W0000789006"
"39277",-77.4169016,37.5266464,"E0000579010"
"39278",-77.413395,37.529347,"E0000635004"
"39279",-77.414755,37.530921,"E0000529024"
"39280",-77.40862,37.529232,"E0000883003"
"39281",-77.4289272,37.5706565,"N0000898017"
"39282",-77.4252051,37.5741047,"N0001147007"
"39283",-77.441848,37.571102,"N0000873026"
"39284",-77.4389343,37.5704195,"N0000881009"
"39285",-77.4150836,37.5524422,"E0120251007"
"39286",-77.3995177,37.5315867,"E0001410027"
"39287",-77.4011386,37.5302808,"E0001551006"
"39288",-77.4071921,37.532164,"E0000806008"
"39289",-77.5124865,37.5157558,"C0050679002"
"39290",-77.5121371,37.5099831,"C0050889018"
"39291",-77.3975771,37.5333827,"E0001544016"
"39292",-77.4700963,37.5372856,"W0000788011"
"39293",-77.4654691,37.5085897,"S0002003012"
"39294",-77.4744441,37.510539,"S0002466036"
"39295",-77.5026164,37.5682853,"W0190258008"
"39296",-77.5008579,37.5680252,"W0190260008"
"39297",-77.4665702,37.5173134,"S0001359008"
"39298",-77.523796,37.5662151,"W0220083013"
"39299",-77.4140135,37.5316097,"E0000528016"
"39300",-77.4412719,37.5716261,"N0000873002"
"39301",-77.4399205,37.5652812,"N0000592011"
"39302",-77.4473167,37.5714038,"N0000862004"
"39303",-77.4524154,37.5660624,"N0000845009"
"39304",-77.4321651,37.5665356,"N0000642004"
"39305",-77.4703174,37.5670601,"N0001595028"
"39306",-77.4443023,37.5140548,"S0000287009"
"39307",-77.4782972,37.4666156,"C0080914042"
"39308",-77.4009143,37.5110704,"E0100134019"
"39309",-77.4729869,37.4773709,"C0080433002"
"39310",-77.4011273,37.5173971,"E0002404002"
"39311",-77.4009592,37.5169792,"E0002404012"
"39312",-77.4006005,37.5178015,"E0002403010"
"39313",-77.4019569,37.5158877,"E0002298004"
"39314",-77.5107836,37.5068932,"C0050994020"
"39315",-77.5221919,37.5806787,"W0210255008"
"39316",-77.5204951,37.5732601,"W0210333017"
"39317",-77.5946132,37.5350224,"C0011254065"
"39318",-77.5935194,37.5347521,"C0011254104"
"39319",-77.5273717,37.586506,"W0210154019"
"39320",-77.4694133,37.5190757,"S0001490008"
"39321",-77.5183705,37.5695505,"W0200227018"
"39322",-77.4434169,37.5118376,"S0000343011"
"39323",-77.4460616,37.5113429,"S0000347020"
"39324",-77.4421842,37.5663648,"N0000633009"
"39325",-77.4294417,37.5683624,"N0000707022"
"39326",-77.4298788,37.5684607,"N0000706003"
"39327",-77.4253171,37.5761731,"N0001260021"
"39328",-77.4230643,37.5741174,"N0001151020"
"39329",-77.4391136,37.567202,"N0000637027"
"39330",-77.4294305,37.5727962,"N0000977001"
"39331",-77.4048767,37.5248599,"E0001663013"
"39332",-77.4168659,37.5408417,"E0000467010"
"39333",-77.4103491,37.5460964,"E0000938014"
"39334",-77.4024614,37.5166699,"E0002296001"
"39335",-77.4018112,37.5174402,"E0002295005"
"39336",-77.4047595,37.5346785,"E0000803008"
"39337",-77.4003576,37.5348766,"E0001102018"
"39338",-77.5230221,37.5765135,"W0210305014"
"39339",-77.4412686,37.5770931,"N0160203037"
"39340",-77.4922459,37.5281145,"S0060139007"
"39341",-77.4899366,37.526428,"S0060167013"
"39342",-77.4729085,37.5113568,"S0002466025"
"39343",-77.4934144,37.5748648,"W0190112009"
"39344",-77.4930283,37.5537746,"W0220191005"
"39345",-77.4942846,37.558341,"W0220068002"
"39346",-77.4602788,37.5198124,"S0000803006"
"39347",-77.4583429,37.5220942,"S0000500011"
"39348",-77.4210916,37.5646454,"N0000655008"
"39349",-77.4517705,37.581139,"N0001434006"
"39350",-77.4280855,37.5754781,"N0001140027"
"39351",-77.4277157,37.5806921,"N0001555024"
"39352",-77.461682,37.5196694,"S0000918004"
"39353",-77.459547,37.5217645,"S0000586014"
"39354",-77.4548918,37.4777564,"C0090670009"
"39355",-77.4586636,37.4937149,"C0090252040"
"39356",-77.4060401,37.5311636,"E0000966016"
"39357",-77.401587,37.5297554,"E0001551003"
"39358",-77.4053536,37.5363104,"E0000721027"
"39359",-77.4714856,37.5023149,"C0060158020"
"39360",-77.4496106,37.5568361,"N0000577063"
"39361",-77.3968336,37.5215763,"E0110104026"
"39362",-77.4980913,37.5492756,"W0220350026"
"39363",-77.4721914,37.5350611,"W0000830010"
"39364",-77.4691767,37.5323418,"W0000700007"
"39365",-77.5273535,37.5856379,"W0210154034"
"39366",-77.5204942,37.5756339,"W0210308006"
"39367",-77.5287781,37.5799767,"W0210297028"
"39368",-77.5274188,37.5885829,"W0210105002"
"39369",-77.4410748,37.5190789,"S0000145007"
"39370",-77.4555863,37.5945288,"N0002453008"
"39371",-77.446166,37.589142,"N0180500024"
"39372",-77.4360093,37.5026851,"S0071134026"
"39373",-77.4335549,37.57279,"N0000974036"
"39374",-77.4281304,37.5749094,"N0001043001"
"39375",-77.4432606,37.5178445,"S0000147016"
"39376",-77.4174599,37.5333947,"E0000337006"
"39377",-77.3921698,37.5182028,"E0110184013"
"39378",-77.5080982,37.5085585,"C0050926008"
"39379",-77.4268751,37.5685467,"N0000788005"
"39380",-77.4259784,37.5678355,"N0000789059"
"39381",-77.4304616,37.5754474,"N0001136008"
"39382",-77.4360532,37.5710759,"N0000887023"
"39383",-77.450051,37.5655929,"N0000844035"
"39384",-77.3946811,37.5205239,"E0110145019"
"39385",-77.502706,37.5753019,"W0200068028"
"39386",-77.5287557,37.5547497,"C0040129044"
"39387",-77.4989873,37.5629788,"W0190294001"
"39388",-77.5013494,37.5633009,"W0190292017"
"39389",-77.5571583,37.5431467,"C0010891247"
"39390",-77.4991218,37.5700008,"W0190215038"
"39391",-77.5561876,37.5428174,"C0010891234"
"39392",-77.5754868,37.5465954,"C0010491045"
"39393",-77.425956,37.5795295,"N0001459005"
"39394",-77.4164976,37.5801568,"N0001268002"
"39395",-77.407114,37.5292039,"E0000970007"
"39396",-77.4454151,37.5891757,"N0180500008"
